sgRNA_ID,drug,rep,rdiff,prop,lab
Control_068,GSK,-1,1.6217718316405505,8.711674251723239e-6,NEG_CTL -1
Control_068,GSK,0,1.381227904459653,8.711674251723239e-6,NEG_CTL -1
Control_068,GSK,1,10.227847263805078,1.000000001367e-12,NEG_CTL -1
Control_068,GSK,2,-2.018147352050658,1.839760076703118e-5,NEG_CTL -1
Control_068,GSK,3,-3.3443844168327685,7.737420988138532e-6,NEG_CTL -1
Control_069,GSK,-1,1.08277888431062,1.3869170886160236e-5,NEG_CTL -1
Control_069,GSK,0,2.0138504343980603,1.3869170886160236e-5,NEG_CTL -1
Control_069,GSK,1,1.957351083391625,1.0142401013864661e-5,NEG_CTL -1
Control_069,GSK,2,-1.1876771338491197,2.7596400650546778e-5,NEG_CTL -1
Control_069,GSK,3,2.4786627033893547,3.868710994069266e-6,NEG_CTL -1
Control_070,GSK,-1,-3.1603894939703125,2.740310085416239e-5,NEG_CTL -1
Control_070,GSK,0,0.8612061752060481,2.740310085416239e-5,NEG_CTL -1
Control_070,GSK,1,1.2697051308004026,3.380810104621568e-5,NEG_CTL -1
Control_070,GSK,2,-7.247031130057395,3.679510053406365e-5,NEG_CTL -1
Control_070,GSK,3,-3.503842482653945,1.1606100982207848e-5,NEG_CTL -1
Control_071,GSK,-1,-4.55365047240646,8.863567632023731e-6,NEG_CTL -1
Control_071,GSK,0,-3.6483811950844443,8.863567632023731e-6,NEG_CTL -1
Control_071,GSK,1,-3.719373258837039,1.3523201018486215e-5,NEG_CTL -1
Control_071,GSK,2,-6.765667904910081,9.19879088351571e-6,NEG_CTL -1
Control_071,GSK,3,-3.175910253472259,3.868710994069266e-6,NEG_CTL -1
Control_072,GSK,-1,-1.3124054397870784,1.7483600948151266e-5,NEG_CTL -1
Control_072,GSK,0,1.2070785762903053,1.7483600948151266e-5,NEG_CTL -1
Control_072,GSK,1,1.3610428634839007,2.7046501036972567e-5,NEG_CTL -1
Control_072,GSK,2,-6.751595431766174,1.3798200825273382e-5,NEG_CTL -1
Control_072,GSK,3,1.4533362489210382,1.1606100982207848e-5,NEG_CTL -1
Control_073,GSK,-1,0.7303173283720864,5.7648903870653116e-5,NEG_CTL -1
Control_073,GSK,0,1.400640198965704,5.7648903870653116e-5,NEG_CTL -1
Control_073,GSK,1,1.476246027471267,5.409300107394514e-5,NEG_CTL -1
Control_073,GSK,2,-1.8539485079347395,1.1498499954394495e-4,NEG_CTL -1
Control_073,GSK,3,2.5686544655797316,3.868710994069266e-6,NEG_CTL -1
Control_074,GSK,-1,2.160812411086286,1.983903414535515e-5,NEG_CTL -1
Control_074,GSK,0,2.2728049457983737,1.983903414535515e-5,NEG_CTL -1
Control_074,GSK,1,-3.575705510031682,1.3523201018486215e-5,NEG_CTL -1
Control_074,GSK,2,-0.9657750018981687,4.599390041757924e-5,NEG_CTL -1
Control_074,GSK,3,11.023917745188708,9.99999998467e-13,NEG_CTL -1
Control_075,GSK,-1,-3.055700763530698,1.6356667613277416e-5,NEG_CTL -1
Control_075,GSK,0,1.0033280645898985,1.6356667613277416e-5,NEG_CTL -1
Control_075,GSK,1,1.3268420100829346,2.3665701032351013e-5,NEG_CTL -1
Control_075,GSK,2,-6.857012743381492,1.3798200825273382e-5,NEG_CTL -1
Control_075,GSK,3,-3.6369315572935372,1.1606100982207848e-5,NEG_CTL -1
Control_076,GSK,-1,0.997833886977113,3.121080737920489e-5,NEG_CTL -1
Control_076,GSK,0,1.9443167431160926,3.121080737920489e-5,NEG_CTL -1
Control_076,GSK,1,2.135423135038319,1.6904101023107905e-5,NEG_CTL -1
Control_076,GSK,2,-1.2838341773573014,6.899090012636823e-5,NEG_CTL -1
Control_076,GSK,3,2.141912703250321,7.737420988138532e-6,NEG_CTL -1
Control_077,GSK,-1,1.769237334045788,8.955237567619416e-6,NEG_CTL -1
Control_077,GSK,0,1.4762710675210322,8.955237567619416e-6,NEG_CTL -1
Control_077,GSK,1,10.214740473623994,1.000000001367e-12,NEG_CTL -1
Control_077,GSK,2,-1.919215691842334,2.299700070878898e-5,NEG_CTL -1
Control_077,GSK,3,-2.987812779644296,3.868710994069266e-6,NEG_CTL -1
Control_078,GSK,-1,1.755169527552518,7.980200946379346e-6,NEG_CTL -1
Control_078,GSK,0,1.6266579750473504,7.980200946379346e-6,NEG_CTL -1
Control_078,GSK,1,1.8854399306232958,1.0142401013864661e-5,NEG_CTL -1
Control_078,GSK,2,-6.75030923861718,1.3798200825273382e-5,NEG_CTL -1
Control_078,GSK,3,10.130377890651438,9.99999998467e-13,NEG_CTL -1
Control_079,GSK,-1,-1.161229544834901,1.7412640887264406e-5,NEG_CTL -1
Control_079,GSK,0,1.3732385359114474,1.7412640887264406e-5,NEG_CTL -1
Control_079,GSK,1,1.7665133730937401,1.6904101023107905e-5,NEG_CTL -1
Control_079,GSK,2,-1.9545823260925634,2.7596400650546778e-5,NEG_CTL -1
Control_079,GSK,3,-3.2956196815058796,7.737420988138532e-6,NEG_CTL -1
Control_080,GSK,-1,0.4045490504061658,3.386093410280456e-5,NEG_CTL -1
Control_080,GSK,0,1.364274491211098,3.386093410280456e-5,NEG_CTL -1
Control_080,GSK,1,1.8216500943115157,2.7046501036972567e-5,NEG_CTL -1
Control_080,GSK,2,-2.1143488245277045,5.519270030109484e-5,NEG_CTL -1
Control_080,GSK,3,1.5063458814346862,1.934360097034626e-5,NEG_CTL -1
Control_081,GSK,-1,-1.3971222795688398,4.475550063005533e-5,NEG_CTL -1
Control_081,GSK,0,1.4209129667581804,4.475550063005533e-5,NEG_CTL -1
Control_081,GSK,1,2.2634494751909706,2.3665701032351013e-5,NEG_CTL -1
Control_081,GSK,2,-7.637253741186893,8.738849989339943e-5,NEG_CTL -1
Control_081,GSK,3,1.1824374272894027,2.3212300964415544e-5,NEG_CTL -1
EED_001,GSK,-1,0.5808672972470807,3.434883409225229e-5,EED 2
EED_001,GSK,0,1.5965854354545446,3.434883409225229e-5,EED 2
EED_001,GSK,1,2.383333277827358,1.6904101023107905e-5,EED 2
EED_001,GSK,2,-2.0053792670290616,5.519270030109484e-5,EED 2
EED_001,GSK,3,1.3646478809429459,3.094970095255411e-5,EED 2
EED_002,GSK,-1,1.0755651969908508,1.999176754997727e-5,EED 2.5
EED_002,GSK,0,2.1345458626866725,1.999176754997727e-5,EED 2.5
EED_002,GSK,1,2.214045096641696,1.6904101023107905e-5,EED 2.5
EED_002,GSK,2,-0.8895898553110845,2.7596400650546778e-5,EED 2.5
EED_002,GSK,3,1.9022403496419413,1.547480097627713e-5,EED 2.5
EED_003,GSK,-1,0.6913581189446121,1.0486363383422221e-4,EED 3.5
EED_003,GSK,0,1.7010754074096128,1.0486363383422221e-4,EED 3.5
EED_003,GSK,1,1.8178294316402126,9.128190112478236e-5,EED 3.5
EED_003,GSK,2,-1.2636237950625493,1.1498499954394495e-4,EED 3.5
EED_003,GSK,3,1.519868720256173,1.0832400083393931e-4,EED 3.5
EED_004,GSK,-1,-0.16427533778200773,3.567936664085194e-4,EED 8.5
EED_004,GSK,0,0.8169747942684562,3.567936664085194e-4,EED 8.5
EED_004,GSK,1,1.3022497789894063,2.704650013697257e-4,EED 8.5
EED_004,GSK,2,-2.2367149047184136,2.621649976802047e-4,EED 8.5
EED_004,GSK,3,0.44163911238298414,5.377510001756278e-4,EED 8.5
EED_005,GSK,-1,0.8269355417371195,1.3949489991882364e-4,EED 9.5
EED_005,GSK,0,1.9428004938600247,1.3949489991882364e-4,EED 9.5
EED_005,GSK,1,1.654323587616777,9.128190112478236e-5,EED 9.5
EED_005,GSK,2,-1.1754037678381266,2.5756599773844174e-4,EED 9.5
EED_005,GSK,3,2.001886805432708,6.963680089324678e-5,EED 9.5
EED_006,GSK,-1,0.7597992904569691,7.370183372332871e-5,EED 10
EED_006,GSK,0,1.6427467343904152,7.370183372332871e-5,EED 10
EED_006,GSK,1,1.8499641328263694,5.0712201069323583e-5,EED 10
EED_006,GSK,2,-1.6135549226176402,1.47180999136247e-4,EED 10
EED_006,GSK,3,2.042988661162178,2.3212300964415544e-5,EED 10
EED_007,GSK,-1,0.5635708729502814,4.587326739739111e-5,EED 11
EED_007,GSK,0,1.5296489267276754,4.587326739739111e-5,EED 11
EED_007,GSK,1,2.2123369701759374,2.3665701032351013e-5,EED 11
EED_007,GSK,2,-1.8375707801219683,5.979210024285264e-5,EED 11
EED_007,GSK,3,1.3159464287968752,5.416200091696966e-5,EED 11
EED_008,GSK,-1,0.7194130938536835,2.6519740835184697e-5,EED 15.5
EED_008,GSK,0,1.6093763851953231,2.6519740835184697e-5,EED 15.5
EED_008,GSK,1,1.8400798832753158,3.042730104159412e-5,EED 15.5
EED_008,GSK,2,-1.9540522643925469,4.139450047582144e-5,EED 15.5
EED_008,GSK,3,2.2722116626782816,7.737420988138532e-6,EED 15.5
EED_009,GSK,-1,2.2571800623016998,3.787004317000349e-6,EED 17
EED_009,GSK,0,2.2363722297141826,3.787004317000349e-6,EED 17
EED_009,GSK,1,2.128208842478773,6.761621009243137e-6,EED 17
EED_009,GSK,2,-0.7597669897236872,4.599390941757913e-6,EED 17
EED_009,GSK,3,5.403098334150013,9.99999998467e-13,EED 17
EED_010,GSK,-1,1.2123460992652848,7.193723375834105e-5,EED 19.5
EED_010,GSK,0,2.2507616017765284,7.193723375834105e-5,EED 19.5
EED_010,GSK,1,2.516004055910337,1.3523201018486215e-5,EED 19.5
EED_010,GSK,2,-0.8529677304344843,1.2878299936922087e-4,EED 19.5
EED_010,GSK,3,1.9740019723200015,7.350550088731608e-5,EED 19.5
EED_011,GSK,-1,-0.789039492977967,2.766733737810072e-5,EED 32
EED_011,GSK,0,1.5461894273372454,2.766733737810072e-5,EED 32
EED_011,GSK,1,2.5032383158318767,1.0142401013864661e-5,EED 32
EED_011,GSK,2,-2.1262651197927065,6.899090012636823e-5,EED 32
EED_011,GSK,3,-2.7440916749730713,3.868710994069266e-6,EED 32
EED_012,GSK,-1,0.6145548487031546,2.8460640843459653e-5,EED 33
EED_012,GSK,0,1.4432128674841551,2.8460640843459653e-5,EED 33
EED_012,GSK,1,2.295190485386235,6.761621009243137e-6,EED 33
EED_012,GSK,2,-1.7264984004087003,3.219580059230458e-5,EED 33
EED_012,GSK,3,1.274972461131929,4.642450092883125e-5,EED 33
EED_013,GSK,-1,1.6376287786452697,1.1777940879561771e-5,EED 34
EED_013,GSK,0,1.308333203051776,1.1777940879561771e-5,EED 34
EED_013,GSK,1,10.315786893474662,1.000000001367e-12,EED 34
EED_013,GSK,2,-2.1464557703756673,2.7596400650546778e-5,EED 34
EED_013,GSK,3,-3.2564447871631863,7.737420988138532e-6,EED 34
EED_014,GSK,-1,2.0129906033645004,8.386407592091438e-6,EED 45
EED_014,GSK,0,1.966943880231704,8.386407592091438e-6,EED 45
EED_014,GSK,1,2.5421885752758975,6.761621009243137e-6,EED 45
EED_014,GSK,2,-6.7686671617144345,1.839760076703118e-5,EED 45
EED_014,GSK,3,10.265450396532039,9.99999998467e-13,EED 45
EED_015,GSK,-1,0.848379340571375,3.283557729538651e-5,EED 54
EED_015,GSK,0,1.460264798106343,3.283557729538651e-5,EED 54
EED_015,GSK,1,3.064582135800603,3.380811004621569e-6,EED 54
EED_015,GSK,2,-2.6876356993789803,8.738849989339943e-5,EED 54
EED_015,GSK,3,2.1681915852925022,7.737420988138532e-6,EED 54
EED_016,GSK,-1,0.9398773916601632,6.44220338537337e-5,EED 54
EED_016,GSK,0,2.0405687053427313,6.44220338537337e-5,EED 54
EED_016,GSK,1,1.6884367321540446,4.733140106470203e-5,EED 54
EED_016,GSK,2,-1.0735220865192727,1.1498499954394495e-4,EED 54
EED_016,GSK,3,2.2047175293457175,3.094970095255411e-5,EED 54
EED_017,GSK,-1,-1.0831628200934647,2.4194870771216775e-5,EED 57
EED_017,GSK,0,1.2401966440427654,2.4194870771216775e-5,EED 57
EED_017,GSK,1,1.611782425040436,1.3523201018486215e-5,EED 57
EED_017,GSK,2,-7.378843835928275,5.519270030109484e-5,EED 57
EED_017,GSK,3,2.517572950607445,3.868710994069266e-6,EED 57
EED_018,GSK,-1,0.5573320245233079,5.458413395812569e-5,EED 61
EED_018,GSK,0,1.498924415797489,5.458413395812569e-5,EED 61
EED_018,GSK,1,2.034520770209365,3.380810104621568e-5,EED 61
EED_018,GSK,2,-1.9153966998197125,8.738849989339943e-5,EED 61
EED_018,GSK,3,1.5528720031802714,4.2555800934761956e-5,EED 61
EED_019,GSK,-1,-1.4285174804895169,2.9911267455988396e-5,EED 62
EED_019,GSK,0,1.0041855404445434,2.9911267455988396e-5,EED 62
EED_019,GSK,1,1.420502898126197,2.3665701032351013e-5,EED 62
EED_019,GSK,2,-7.225253217865452,5.059330035933704e-5,EED 62
EED_019,GSK,3,1.5191978782707047,1.547480097627713e-5,EED 62
EED_020,GSK,-1,3.721111286036019,2.443843408711295e-5,EED 63
EED_020,GSK,0,1.7385305257981047,2.443843408711295e-5,EED 63
EED_020,GSK,1,2.076133157397234,1.3523201018486215e-5,EED 63
EED_020,GSK,2,-1.7142442218454803,5.979210024285264e-5,EED 63
EED_020,GSK,3,10.801444922556303,9.99999998467e-13,EED 63
EED_021,GSK,-1,0.4123507518959137,8.747223384598972e-5,EED 64
EED_021,GSK,0,1.3770588106268875,8.747223384598972e-5,EED 64
EED_021,GSK,1,2.112310600681837,4.0569701055458786e-5,EED 64
EED_021,GSK,2,-2.0895775337867,1.0578599966043188e-4,EED 64
EED_021,GSK,3,1.214319188792604,1.1606100082207849e-4,EED 64
EED_022,GSK,-1,0.5504314582917512,1.757523421708028e-5,EED 66
EED_022,GSK,0,1.5720441688493283,1.757523421708028e-5,EED 66
EED_022,GSK,1,2.1089267785301877,1.3523201018486215e-5,EED 66
EED_022,GSK,2,-2.0581236126844225,2.7596400650546778e-5,EED 66
EED_022,GSK,3,1.6004912090294883,1.1606100982207848e-5,EED 66
EED_023,GSK,-1,-1.0957150333169294,3.563760073262004e-5,EED 66.5
EED_023,GSK,0,1.4877053878018323,3.563760073262004e-5,EED 66.5
EED_023,GSK,1,1.9302208076517486,2.7046501036972567e-5,EED 66.5
EED_023,GSK,2,-1.7961694939995292,6.439150018461042e-5,EED 66.5
EED_023,GSK,3,-3.421196413603008,1.547480097627713e-5,EED 66.5
EED_024,GSK,-1,-0.8117301345507882,1.2011540936931217e-5,EED 67
EED_024,GSK,0,1.79138532702657,1.2011540936931217e-5,EED 67
EED_024,GSK,1,2.505734473956848,6.761621009243137e-6,EED 67
EED_024,GSK,2,-1.430265980986442,1.3798200825273382e-5,EED 67
EED_024,GSK,3,-3.5106588966227705,1.547480097627713e-5,EED 67
EED_025,GSK,-1,-1.5141005742514795,5.459486724097448e-5,EED 68.5
EED_025,GSK,0,0.9211553702276483,5.459486724097448e-5,EED 68.5
EED_025,GSK,1,1.933081208092583,1.6904101023107905e-5,EED 68.5
EED_025,GSK,2,-7.468042655299267,9.658729977691502e-5,EED 68.5
EED_025,GSK,3,0.9926597244522453,5.029320092290053e-5,EED 68.5
EED_026,GSK,-1,0.6007967598299905,3.693790068015851e-5,EED 69
EED_026,GSK,0,1.4544174683256454,3.693790068015851e-5,EED 69
EED_026,GSK,1,2.4456341888857063,1.0142401013864661e-5,EED 69
EED_026,GSK,2,-2.302061514572403,7.359030006812603e-5,EED 69
EED_026,GSK,3,1.658817605176668,2.7081000958484828e-5,EED 69
EED_027,GSK,-1,-0.9369288188413568,2.4276574114952437e-5,EED 87.5
EED_027,GSK,0,1.582617260630355,2.4276574114952437e-5,EED 87.5
EED_027,GSK,1,2.6588622218333997,6.761621009243137e-6,EED 87.5
EED_027,GSK,2,-1.925578944933693,5.059330035933704e-5,EED 87.5
EED_027,GSK,3,-3.544069733423777,1.547480097627713e-5,EED 87.5
EED_028,GSK,-1,-0.9758817520627697,1.7981434196125698e-5,EED 95
EED_028,GSK,0,1.5594591731515273,1.7981434196125698e-5,EED 95
EED_028,GSK,1,2.065857558765712,1.0142401013864661e-5,EED 95
EED_028,GSK,2,-1.643692390567213,3.219580059230458e-5,EED 95
EED_028,GSK,3,-3.3498104243868085,1.1606100982207848e-5,EED 95
EED_029,GSK,-1,-0.8098776270676048,2.1534804122423657e-5,EED 96
EED_029,GSK,0,1.5818283999430907,2.1534804122423657e-5,EED 96
EED_029,GSK,1,2.370053859339677,1.0142401013864661e-5,EED 96
EED_029,GSK,2,-7.32484868619119,5.059330035933704e-5,EED 96
EED_029,GSK,3,2.5251619456486987,3.868710994069266e-6,EED 96
EED_030,GSK,-1,3.1195798184503767,1.533130980585971e-6,EED 96
EED_030,GSK,0,2.3353691124227702,1.533130980585971e-6,EED 96
EED_030,GSK,1,10.452063730084612,1.000000001367e-12,EED 96
EED_030,GSK,2,-6.201616636589364,4.599390941757913e-6,EED 96
EED_030,GSK,3,5.108292361855882,9.99999998467e-13,EED 96
EED_031,GSK,-1,0.317400531073334,7.014053394480528e-5,EED 101
EED_031,GSK,0,1.221460868919571,7.014053394480528e-5,EED 101
EED_031,GSK,1,1.8235767368569402,2.7046501036972567e-5,EED 101
EED_031,GSK,2,-1.866572034967275,8.278909995164163e-5,EED 101
EED_031,GSK,3,0.9951968913303367,1.0058600084580166e-4,EED 101
EED_032,GSK,-1,0.14488620516678172,5.726337609964983e-6,EED 106
EED_032,GSK,0,1.3233018900282385,5.726337609964983e-6,EED 106
EED_032,GSK,1,-2.7911254110785366,3.380811004621569e-6,EED 106
EED_032,GSK,2,-1.8770286360723651,1.3798200825273382e-5,EED 106
EED_032,GSK,3,5.102812662651247,9.99999998467e-13,EED 106
EED_033,GSK,-1,-1.0332970921535845,1.579853425393151e-5,EED 111
EED_033,GSK,0,1.627930322179035,1.579853425393151e-5,EED 111
EED_033,GSK,1,2.13844719212715,1.3523201018486215e-5,EED 111
EED_033,GSK,2,-1.6556879909647146,1.839760076703118e-5,EED 111
EED_033,GSK,3,-3.5826504776231887,1.547480097627713e-5,EED 111
EED_034,GSK,-1,0.28003493823895703,1.0234100949460428e-5,EED 115
EED_034,GSK,0,1.8815493832025552,1.0234100949460428e-5,EED 115
EED_034,GSK,1,2.134428884166198,1.6904101023107905e-5,EED 115
EED_034,GSK,2,-6.595080352059343,1.3798200825273382e-5,EED 115
EED_034,GSK,3,5.300756282610016,9.99999998467e-13,EED 115
EED_035,GSK,-1,1.6034985981532826,2.0559800834516967e-5,EED 123.5
EED_035,GSK,0,1.2905029696553312,2.0559800834516967e-5,EED 123.5
EED_035,GSK,1,1.7055750678823092,2.028490102772946e-5,EED 123.5
EED_035,GSK,2,-2.230422905959899,4.139450047582144e-5,EED 123.5
EED_035,GSK,3,5.3353436325374375,9.99999998467e-13,EED 123.5
EED_036,GSK,-1,0.6670017509970124,1.6042100903161016e-5,EED 128
EED_036,GSK,0,1.8864419097682268,1.6042100903161016e-5,EED 128
EED_036,GSK,1,2.455008212564082,1.3523201018486215e-5,EED 128
EED_036,GSK,2,-2.0076898107643757,2.299700070878898e-5,EED 128
EED_036,GSK,3,1.5536868511913307,1.1606100982207848e-5,EED 128
EED_037,GSK,-1,1.9816341935281856,8.711674251723239e-6,EED 131
EED_037,GSK,0,1.8863920392186055,8.711674251723239e-6,EED 131
EED_037,GSK,1,10.795806228208578,1.000000001367e-12,EED 131
EED_037,GSK,2,-6.828280710109622,1.839760076703118e-5,EED 131
EED_037,GSK,3,1.9773770624856006,7.737420988138532e-6,EED 131
EED_038,GSK,-1,3.7678683391357617,1.0325737551722782e-5,EED 134
EED_038,GSK,0,1.9701948531659654,1.0325737551722782e-5,EED 134
EED_038,GSK,1,2.97469142852067,3.380811004621569e-6,EED 134
EED_038,GSK,2,-2.118252844120515,2.7596400650546778e-5,EED 134
EED_038,GSK,3,10.44716643300713,9.99999998467e-13,EED 134
EED_039,GSK,-1,0.56593822676181,0.0020769335642612744,EED 137.5
EED_039,GSK,0,1.2040255960275963,0.0020769335642612744,EED 137.5
EED_039,GSK,1,1.2576155201455177,7.09970010970529e-5,EED 137.5
EED_039,GSK,2,-0.5525743962481093,7.818970000988383e-5,EED 137.5
EED_039,GSK,3,0.9927735563880217,0.006081613991676886,EED 137.5
EED_040,GSK,-1,0.6321669136376508,2.72519674981839e-5,EED 150
EED_040,GSK,0,1.6339406086381925,2.72519674981839e-5,EED 150
EED_040,GSK,1,2.323189271571076,1.0142401013864661e-5,EED 150
EED_040,GSK,2,-2.150720529481402,3.679510053406365e-5,EED 150
EED_040,GSK,3,1.7240319988232784,3.4818400946623393e-5,EED 150
EED_041,GSK,-1,0.8303219760025983,3.0480134098183e-5,EED 154.5
EED_041,GSK,0,1.8669793767906526,3.0480134098183e-5,EED 154.5
EED_041,GSK,1,1.931409960261436,1.6904101023107905e-5,EED 154.5
EED_041,GSK,2,-1.26798027884398,5.519270030109484e-5,EED 154.5
EED_041,GSK,3,1.8275362465903389,1.934360097034626e-5,EED 154.5
EED_042,GSK,-1,0.15041234622150843,1.104646757421788e-5,EED 161
EED_042,GSK,0,1.4185634367289568,1.104646757421788e-5,EED 161
EED_042,GSK,1,-3.1624185246637935,1.0142401013864661e-5,EED 161
EED_042,GSK,2,-1.7037888569918689,2.299700070878898e-5,EED 161
EED_042,GSK,3,5.317444420320188,9.99999998467e-13,EED 161
EED_043,GSK,-1,-4.431351062361485,2.7829980707916634e-5,EED 161.5
EED_043,GSK,0,-3.778097452224943,2.7829980707916634e-5,EED 161.5
EED_043,GSK,1,-2.8691915531913,6.761621009243137e-6,EED 161.5
EED_043,GSK,2,-7.359777779370155,6.899090012636823e-5,EED 161.5
EED_043,GSK,3,-3.0650838545230004,7.737420988138532e-6,EED 161.5
EED_044,GSK,-1,-1.3281593185732967,2.6205967482723642e-5,EED 162
EED_044,GSK,0,1.0882575834554133,2.6205967482723642e-5,EED 162
EED_044,GSK,1,1.885937039016799,1.0142401013864661e-5,EED 162
EED_044,GSK,2,-7.104688889922941,4.139450047582144e-5,EED 162
EED_044,GSK,3,1.2342738951862517,2.7081000958484828e-5,EED 162
EED_045,GSK,-1,0.6521394745332648,5.2736467267423394e-5,EED 165
EED_045,GSK,0,1.600757740296752,5.2736467267423394e-5,EED 165
EED_045,GSK,1,2.380051378673536,2.3665701032351013e-5,EED 165
EED_045,GSK,2,-1.8805522557823773,9.198789983515722e-5,EED 165
EED_045,GSK,3,1.4569193007086358,4.2555800934761956e-5,EED 165
EED_046,GSK,-1,0.05852462343280481,7.398838920215223e-4,EED 168
EED_046,GSK,0,0.2645945146569342,7.398838920215223e-4,EED 168
EED_046,GSK,1,1.7482134791477837,4.0569701055458786e-5,EED 168
EED_046,GSK,2,-3.2699194748062697,0.0021249199740921384,EED 168
EED_046,GSK,3,1.6972798659569004,5.416200091696966e-5,EED 168
EED_047,GSK,-1,-0.09492346474396895,8.682815352079173e-4,EED 171
EED_047,GSK,0,-0.11145540307071555,8.682815352079173e-4,EED 171
EED_047,GSK,1,-0.3632798461418514,0.002528847004456934,EED 171
EED_047,GSK,2,-2.1315229315196715,6.439150018461042e-5,EED 171
EED_047,GSK,3,2.210032383429616,1.1606100982207848e-5,EED 171
EED_048,GSK,-1,0.6199591539966717,2.103780089877081e-5,EED 178
EED_048,GSK,0,1.6761483117123308,2.103780089877081e-5,EED 178
EED_048,GSK,1,2.1899277789701617,1.6904101023107905e-5,EED 178
EED_048,GSK,2,-1.7608734380914424,2.299700070878898e-5,EED 178
EED_048,GSK,3,1.4308231211112958,2.3212300964415544e-5,EED 178
EED_049,GSK,-1,-0.7790591663223929,8.54904092190734e-6,EED 182.5
EED_049,GSK,0,1.6664830573792448,8.54904092190734e-6,EED 182.5
EED_049,GSK,1,2.6026365979986914,3.380811004621569e-6,EED 182.5
EED_049,GSK,2,-1.991627729776659,1.839760076703118e-5,EED 182.5
EED_049,GSK,3,-2.9481863671892112,3.868710994069266e-6,EED 182.5
EED_050,GSK,-1,-3.177214978724176,2.547453417737979e-5,EED 183.5
EED_050,GSK,0,0.6807830220027629,2.547453417737979e-5,EED 183.5
EED_050,GSK,1,-3.5931952481716274,2.028490102772946e-5,EED 183.5
EED_050,GSK,2,-2.2465999640005085,3.679510053406365e-5,EED 183.5
EED_050,GSK,3,-3.6918497240003925,1.934360097034626e-5,EED 183.5
EED_051,GSK,-1,0.5397296006578097,2.416507666230274e-6,EED 184
EED_051,GSK,0,1.9522148852461658,2.416507666230274e-6,EED 184
EED_051,GSK,1,-2.622347232426958,3.380811004621569e-6,EED 184
EED_051,GSK,2,7.05977555821158,9.999999873370002e-13,EED 184
EED_051,GSK,3,-2.818239523811193,3.868710994069266e-6,EED 184
EED_052,GSK,-1,-0.9337755435601645,1.0559340942425525e-5,EED 186
EED_052,GSK,0,1.630424744323524,1.0559340942425525e-5,EED 186
EED_052,GSK,1,-3.2242521651639517,1.0142401013864661e-5,EED 186
EED_052,GSK,2,-1.3580269474522524,1.3798200825273382e-5,EED 186
EED_052,GSK,3,1.7809524819357108,7.737420988138532e-6,EED 186
EED_053,GSK,-1,0.5708148548542326,5.4979633987655685e-5,EED 188
EED_053,GSK,0,1.54063944923027,5.4979633987655685e-5,EED 188
EED_053,GSK,1,1.9411108081328248,4.733140106470203e-5,EED 188
EED_053,GSK,2,-1.8585016863004633,8.278909995164163e-5,EED 188
EED_053,GSK,3,1.629835442730336,3.4818400946623393e-5,EED 188
EED_054,GSK,-1,2.7552116109188884,3.0662642945052366e-6,EED 190
EED_054,GSK,0,1.5705161275359858,3.0662642945052366e-6,EED 190
EED_054,GSK,1,10.056889541872348,1.000000001367e-12,EED 190
EED_054,GSK,2,-6.735421362833762,9.19879088351571e-6,EED 190
EED_054,GSK,3,4.944166653718079,9.99999998467e-13,EED 190
